61	2018-02-03 23:40:21.7587430	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:15mL	Active     
2896	2018-05-16 20:41:27.7961410	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:55mL	Active    
2897	2018-05-16 20:41:32.8975700	EatCa     	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	补钙了	Active    
2856	2018-05-15 03:29:52.8732080	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:10分钟	Active    
2859	2018-05-15 08:35:43.1404740	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:90mL	Active    
2861	2018-05-15 09:20:00.0000000	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	9点20睡着了	Active    
2864	2018-05-15 10:50:35.4127340	EatCa     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	吃了钙片	Active    
2865	2018-05-15 12:01:05.1580430	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:80mL	Active    
2866	2018-05-15 12:30:00.0000000	Poop      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	12:30大便了	Active    
2867	2018-05-15 13:32:57.3162150	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着了	Active    
2872	2018-05-15 18:59:46.2268360	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:110mL	Active    
2873	2018-05-15 19:01:22.7744540	AD        	ocgSc0eChTDEABMBHJ_urv4lMeCE	ad	Active    
2874	2018-05-15 21:05:23.8306810	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:150mL	Active    
2879	2018-05-16 02:41:00.4557770	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:5分钟	Active    
2880	2018-05-16 02:41:03.9998620	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
2881	2018-05-16 05:49:23.7990810	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从02:41到05:49，睡了3小时8分钟	Active    
2895	2018-05-16 19:08:26.7873430	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:90mL	Active    
2898	2018-05-16 20:50:00.0000000	SupFood   	ocgSc0eChTDEABMBHJ_urv4lMeCE	香蕉泥	Active    
2899	2018-05-16 21:10:00.0000000	Bath      	ocgSc0eChTDEABMBHJ_urv4lMeCE	九点十分洗澡	Active    
2900	2018-05-16 22:00:00.0000000	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:125mL	Active    
2902	2018-05-17 04:27:23.3954230	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:70mL	Active    
2903	2018-05-17 05:59:51.9386850	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从23:10到05:59，睡了6小时48分钟	Active    
2904	2018-05-17 08:01:00.9291120	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:70mL	Active    
2905	2018-05-17 08:01:13.6133640	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着了	Active    
2910	2018-05-17 12:04:57.9347780	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从09:57到12:04，睡了2小时7分钟	Active    
2913	2018-05-17 15:22:53.5459510	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着了	Active    
2914	2018-05-17 15:58:13.6278800	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从15:22到15:58，睡了0小时35分钟	Active    
2921	2018-05-17 20:57:56.3279100	SupFood   	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	米粉9克加香蕉泥	Active    
2922	2018-05-17 21:09:50.4721150	Sleep     	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	9.05睡着了	Active    
2923	2018-05-17 21:10:20.2865580	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:35mL	Active    
2927	2018-05-18 07:27:30.1999640	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:95mL	Active    
2928	2018-05-18 07:29:28.1466410	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着了	Active    
2934	2018-05-18 14:33:57.6860400	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:120mL	Active    
2935	2018-05-18 09:00:00.0000000	SupFood   	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	米粉9克	Active    
2938	2018-05-18 17:19:13.1161440	AD        	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	吃了ad	Active    
2939	2018-05-18 18:23:57.5916320	SupFood   	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	米粉9克	Active    
2940	2018-05-18 19:00:00.0000000	Sleep     	ocgSc0a7I2-DcquxOaN5G43BOSbQ	7点睡着了	Active    
2941	2018-05-18 19:40:04.1405910	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从19:00到19:40，睡了0小时40分钟	Active    
2948	2018-05-19 00:45:00.0000000	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从21:44到00:45，睡了3小时0分钟	Active    
2949	2018-05-19 01:00:00.0000000	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	一点睡着了	Active    
2950	2018-05-19 02:05:00.0000000	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从01:00到02:05，睡了1小时5分钟	Active    
2951	2018-05-19 00:50:00.0000000	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:5分钟	Active    
2952	2018-05-19 02:09:09.9951880	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
2953	2018-05-19 04:29:37.2084360	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从02:09到04:29，睡了2小时20分钟	Active    
2954	2018-05-19 05:58:13.6137130	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:70mL	Active    
2955	2018-05-19 05:58:28.8595250	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着了	Active    
2956	2018-05-19 06:03:42.6077990	Feed      	ocgSc0a7I2-DcquxOaN5G43BOSbQ	奶瓶:80mL	Active    
2957	2018-05-19 06:03:59.5647570	Sleep     	ocgSc0a7I2-DcquxOaN5G43BOSbQ	睡着了	Active    
2958	2018-05-19 08:00:06.3843880	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从06:03到08:00，睡了1小时56分钟	Active    
2959	2018-05-19 09:32:23.6770690	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:120mL	Active    
2960	2018-05-19 10:49:05.8066280	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
2963	2018-05-19 11:30:00.0000000	SupFood   	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	苹果泥	Active    
2901	2018-05-16 23:10:57.6621030	Sleep     	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	睡着了	Active    
2906	2018-05-17 08:10:00.0000000	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从08:01到08:10，睡了0小时8分钟	Active    
2907	2018-05-17 09:57:26.4767490	SupFood   	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	米粉15g	Active    
2908	2018-05-17 09:57:44.1945870	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:60mL	Active    
2909	2018-05-17 09:57:56.3689440	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着了	Active    
2911	2018-05-17 12:30:00.0000000	SupFood   	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	，南瓜泥	Active    
2912	2018-05-17 13:00:00.0000000	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:100mL	Active    
2915	2018-05-17 16:03:41.8521990	AD        	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	吃了AD	Active    
2916	2018-05-17 16:42:35.7517450	Poop      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	拉屎了	Active    
2917	2018-05-17 16:45:37.8021480	Poop      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	大便	Active    
2918	2018-05-17 16:51:20.6598100	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:135mL	Active    
2919	2018-05-17 19:17:37.3727580	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:130mL	Active    
2920	2018-05-17 19:23:21.1075110	EatCa     	ocgSc0eChTDEABMBHJ_urv4lMeCE	补钙	Active    
2924	2018-05-17 22:00:00.0000000	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:25mL	Active    
2930	2018-05-18 08:59:22.6657260	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从07:29到08:59，睡了1小时29分钟	Active    
2931	2018-05-18 11:20:28.8819250	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:120mL	Active    
2932	2018-05-18 12:07:36.7332270	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着了	Active    
2942	2018-05-18 21:24:07.3172410	Bath      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	洗澡了	Active    
2943	2018-05-18 21:39:05.7846360	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:140mL	Active    
2944	2018-05-18 21:42:27.4133730	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:3分钟	Active    
2945	2018-05-18 21:44:43.1133200	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
2946	2018-05-18 21:30:00.0000000	EatCa     	ocgSc0eChTDEABMBHJ_urv4lMeCE	九点半补钙	Active    
2947	2018-05-19 01:00:51.1436660	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:40mL	Active    
2961	2018-05-19 11:26:55.7812460	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从10:49到11:26，睡了0小时37分钟	Active    
2964	2018-05-19 13:49:45.1082580	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
2966	2018-05-19 04:00:00.0000000	Feed      	ocgSc0a7I2-DcquxOaN5G43BOSbQ	奶瓶:100mL	Active    
2970	2018-05-19 17:07:53.1662050	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从16:26到17:07，睡了0小时41分钟	Active    
2974	2018-05-19 20:19:55.0655190	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:10分钟	Active    
2975	2018-05-19 20:20:00.9120260	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
2978	2018-05-20 03:28:57.2499750	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:45分钟	Active    
2979	2018-05-20 03:29:04.5221410	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
2985	2018-05-20 08:54:12.9852400	Poop      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	大便了	Active    
2986	2018-05-20 09:27:23.9160990	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
2987	2018-05-20 09:27:25.2717640	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:5分钟	Active    
3001	2018-05-20 21:10:00.0000000	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	9点10睡着了	Active    
3002	2018-05-20 21:10:00.0000000	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:10分钟	Active    
3011	2018-05-21 11:38:31.4181610	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	吃了钙	Active    
3012	2018-05-21 11:39:42.9565840	EatCa     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	吃了钙片	Active    
3014	2018-05-21 12:41:59.6869350	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着了	Active    
3018	2018-05-21 09:00:00.0000000	SupFood   	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	苹果泥	Active    
3019	2018-05-21 17:24:26.7439160	AD        	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	吃了ad	Active    
3020	2018-05-21 17:24:37.8523590	SupFood   	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	米粉加土豆泥	Active    
3021	2018-05-21 10:00:00.0000000	SupFood   	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	米糊	Active    
3024	2018-05-21 18:50:00.0000000	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从18:36到18:50，睡了0小时13分钟	Active    
3025	2018-05-21 19:33:51.5562330	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:60mL	Active    
3026	2018-05-21 21:14:23.8014980	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:150mL	Active    
3032	2018-05-22 04:18:32.8016630	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从00:14到04:18，睡了4小时4分钟	Active    
3033	2018-05-22 04:53:52.3519610	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:25分钟	Active    
3034	2018-05-22 04:40:00.0000000	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	四点四十睡着了	Active    
3042	2018-05-22 11:01:56.9319070	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:150mL	Active    
2925	2018-05-18 02:06:07.0512910	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:100mL	Active    
2926	2018-05-18 05:25:49.0412560	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从21:09到05:25，睡了8小时15分钟	Active    
2929	2018-05-18 01:00:00.0000000	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:5分钟	Active    
2933	2018-05-18 13:52:29.9396560	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从12:07到13:52，睡了1小时44分钟	Active    
2936	2018-05-18 15:00:00.0000000	SupFood   	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	，苹果泥	Active    
2937	2018-05-18 17:16:51.9211990	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:135mL	Active    
2962	2018-05-19 12:31:14.9503720	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:10分钟	Active    
2976	2018-05-20 02:55:36.5557300	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:130mL	Active    
2984	2018-05-20 08:40:49.3846100	Feed      	ocgSc0a7I2-DcquxOaN5G43BOSbQ	奶瓶:100mL	Active    
2988	2018-05-20 09:50:07.1406270	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从09:27到09:50，睡了0小时22分钟	Active    
2998	2018-05-20 17:13:22.7869460	AD        	ocgSc0a7I2-DcquxOaN5G43BOSbQ	吃AD	Active    
3004	2018-05-21 00:33:00.0000000	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从21:10到00:33，睡了3小时23分钟	Active    
3005	2018-05-21 02:53:58.1508270	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
3006	2018-05-21 02:30:00.0000000	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:60mL	Active    
3007	2018-05-21 02:45:00.0000000	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:5分钟	Active    
3008	2018-05-21 08:23:14.5932140	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:120mL	Active    
3037	2018-05-22 06:45:56.0300720	WakeUp    	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	从05:15到06:45，睡了1小时30分钟	Active    
3041	2018-05-22 10:07:40.8966730	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从09:33到10:07，睡了0小时33分钟	Active    
3043	2018-05-22 12:19:20.6389460	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着了	Active    
3046	2018-05-22 13:57:17.6483720	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:90mL	Active    
3047	2018-05-22 14:11:31.8784430	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着了	Active    
3048	2018-05-22 17:00:59.0646190	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从14:11到17:00，睡了2小时49分钟	Active    
3049	2018-05-22 18:04:32.0339620	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:175mL	Active    
3050	2018-05-22 18:04:41.9270190	Poop      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	大便	Active    
3053	2018-05-22 20:35:15.9501300	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:140mL	Active    
3054	2018-05-21 07:15:00.0000000	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	?2:53?7:15,??4??22??	Active    
3055	2018-05-22 21:11:48.7399960	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
3056	2018-05-22 21:11:58.3508050	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:5分钟	Active    
3058	2018-05-23 00:50:00.0000000	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从21:11到00:50，睡了3小时38分钟	Active    
3059	2018-05-23 00:58:00.0000000	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	12点58睡着了	Active    
3060	2018-05-23 02:58:00.0000000	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从00:58到02:58，睡了2小时0分钟	Active    
3061	2018-05-23 03:02:08.6798200	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
3062	2018-05-23 03:02:13.6405040	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:5分钟	Active    
3064	2018-05-23 06:18:36.9275910	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:90mL	Active    
3065	2018-05-23 06:59:57.4403260	Feed      	ocgSc0a7I2-DcquxOaN5G43BOSbQ	奶瓶:10mL	Active    
3066	2018-05-23 07:00:11.3922560	Sleep     	ocgSc0a7I2-DcquxOaN5G43BOSbQ	睡着了	Active    
3067	2018-05-23 08:38:35.9700280	WakeUp    	ocgSc0a7I2-DcquxOaN5G43BOSbQ	从07:00到08:38，睡了1小时38分钟	Active    
3068	2018-05-23 09:51:03.8533220	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:120mL	Active    
3069	2018-05-23 11:50:00.0000000	Sleep     	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	11:50睡着了	Active    
3070	2018-05-23 11:00:00.0000000	SupFood   	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	南瓜和米糊	Active    
3071	2018-05-23 13:41:20.3660980	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从11:50到13:41，睡了1小时51分钟	Active    
3077	2018-05-23 17:40:13.6318380	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从17:17到17:40，睡了0小时22分钟	Active    
3078	2018-05-23 18:00:40.7189570	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:95mL	Active    
3079	2018-05-23 20:45:06.5327270	AD        	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	吃了AD	Active    
3090	2018-05-24 08:12:45.2348340	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从05:40到08:12，睡了2小时32分钟	Active    
3095	2018-05-24 12:09:08.0153830	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从11:35到12:09，睡了0小时34分钟	Active    
3100	2018-05-24 14:47:18.2951960	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从13:55到14:47，睡了0小时51分钟	Active    
3106	2018-05-24 19:36:39.0653990	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从17:24到19:36，睡了2小时12分钟	Active    
2965	2018-05-19 14:15:00.5220430	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从13:49到14:15，睡了0小时25分钟	Active    
2967	2018-05-19 15:00:00.0000000	Feed      	ocgSc0a7I2-DcquxOaN5G43BOSbQ	奶瓶:100mL	Active    
2971	2018-05-19 17:13:06.0042690	AD        	ocgSc0eChTDEABMBHJ_urv4lMeCE	ad	Active    
2972	2018-05-19 18:56:25.2825220	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:135mL	Active    
2973	2018-05-19 18:56:31.2111500	Poop      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	大便了	Active    
2990	2018-05-20 11:50:00.0000000	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	11点50睡着了	Active    
2991	2018-05-20 14:15:00.0000000	WakeUp    	ocgSc0a7I2-DcquxOaN5G43BOSbQ	从11:50到14:15，睡了2小时25分钟	Active    
2992	2018-05-20 14:54:05.4527410	Feed      	ocgSc0a7I2-DcquxOaN5G43BOSbQ	奶瓶:110mL	Active    
2993	2018-05-20 14:54:20.1204700	Poop      	ocgSc0a7I2-DcquxOaN5G43BOSbQ	大便一次	Active    
2994	2018-05-20 16:00:00.0000000	SupFood   	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	米粉9g	Active    
2995	2018-05-20 16:41:45.4662150	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:120mL	Active    
2996	2018-05-20 16:41:56.3304740	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着	Active    
2999	2018-05-20 19:58:33.5698850	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:160mL	Active    
3009	2018-05-21 10:36:04.3073250	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从10:08到10:36，睡了0小时27分钟	Active    
3013	2018-05-21 12:28:26.7706830	Poop      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	大便	Active    
3015	2018-05-21 14:40:23.3719520	WakeUp    	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	从12:41到14:40，睡了1小时58分钟	Active    
3016	2018-05-21 15:17:59.0783670	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:150mL	Active    
3017	2018-05-21 15:18:07.7605940	Poop      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	大便了	Active    
3022	2018-05-21 18:36:15.4599590	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:80mL	Active    
3023	2018-05-21 18:36:25.3227500	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着了	Active    
3029	2018-05-22 00:00:00.0000000	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从21:21到00:00，睡了2小时38分钟	Active    
3030	2018-05-22 00:14:15.1814330	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
3031	2018-05-22 00:14:20.2389350	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:80mL	Active    
3035	2018-05-22 05:10:29.4108670	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从04:40到05:10，睡了0小时30分钟	Active    
3036	2018-05-22 05:15:48.2273270	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
3038	2018-05-22 08:00:38.1364250	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:110mL	Active    
3039	2018-05-22 09:33:39.8954050	SupFood   	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	。米粉加芹菠菜泥	Active    
3040	2018-05-22 09:33:49.3009990	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着了	Active    
3051	2018-05-22 19:13:47.6674170	AD        	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	吃了AD	Active    
3052	2018-05-22 19:14:11.7062830	SupFood   	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	米粉9g	Active    
3072	2018-05-23 14:25:56.8354600	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:150mL	Active    
3073	2018-05-23 15:35:29.8837070	SupFood   	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	米粉9克	Active    
3074	2018-05-23 15:35:39.4234990	EatCa     	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	补钙了	Active    
3075	2018-05-23 17:17:46.7592870	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:65mL	Active    
3076	2018-05-23 17:17:56.9483450	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着了	Active    
3082	2018-05-23 21:10:18.6180310	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从20:48到21:10，睡了0小时21分钟	Active    
3087	2018-05-24 04:17:55.4159420	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从22:54到04:17，睡了5小时23分钟	Active    
3091	2018-05-24 08:48:55.0545340	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:100mL	Active    
3092	2018-05-24 11:32:35.7051980	Feed      	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	奶瓶:100mL	Active    
3093	2018-05-24 10:30:00.0000000	SupFood   	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	米粉18g+菠菜泥	Active    
3094	2018-05-24 11:35:08.3251500	Sleep     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	睡着了	Active    
3096	2018-05-24 12:40:44.9081950	SupFood   	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	苹果泥	Active    
3097	2018-05-24 12:40:56.5783580	EatCa     	ocgSc0cpvPB5V7KPdcBSdu0VQvXQ	吃钙片	Active    
3102	2018-05-24 17:25:55.1384610	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:20分钟	Active    
3109	2018-05-24 20:20:00.0000000	Bath      	ocgSc0eChTDEABMBHJ_urv4lMeCE	八点20洗澡	Active    
3110	2018-05-24 21:00:00.0000000	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	奶瓶:120mL	Active    
3111	2018-05-24 22:42:59.6918780	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:13分钟	Active    
3112	2018-05-24 22:43:01.3689710	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
3113	2018-05-25 01:55:58.1914920	Feed      	ocgSc0fzGH2Os2cmFYQ58zdDPCWw	奶瓶:50mL	Active    
2968	2018-05-19 16:26:53.3811430	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
2969	2018-05-19 16:26:55.5559550	Feed      	ocgSc0eChTDEABMBHJ_urv4lMeCE	母乳:5分钟	Active    
2977	2018-05-20 03:12:25.2978920	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从20:20到03:12，睡了6小时52分钟	Active    
2980	2018-05-20 05:15:00.0000000	WakeUp    	ocgSc0eChTDEABMBHJ_urv4lMeCE	从03:29到05:15，睡了1小时45分钟	Active    
2981	2018-05-20 05:32:24.5293660	Sleep     	ocgSc0eChTDEABMBHJ_urv4lMeCE	睡着了	Active    
